set,colsample_bytree,gamma,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,subsample,f1_macro_cv,precision_macro_cv,recall_macro_cv,roc_auc_cv,train_accuracy
276,1.0,0.0,0.1,6,200,0.0,2.0,1.0,0.765170016257238,0.7963252137188608,0.7525190933727519,0.9258856886564975,1.0
42,0.8,0.0,0.05,6,300,0.0,1.0,1.0,0.7650722078973379,0.7952835389480463,0.7544189279555134,0.9241065867053251,1.0
232,1.0,0.0,0.05,6,200,1.0,2.0,1.0,0.7649643237673107,0.7897377726908357,0.7602965191989582,0.9242861604901472,0.9948453608247423
96,0.8,0.0,0.1,6,300,1.0,2.0,1.0,0.7648148595934011,0.8019538896248491,0.7516808327174183,0.9248826516240914,1.0
65,0.8,0.0,0.1,3,300,0.0,1.0,0.8,0.764639853019418,0.7866310403885514,0.7643480977017563,0.9216308617628307,0.9982817869415808
89,0.8,0.0,0.1,6,300,0.0,1.0,0.8,0.7644959654166007,0.8012878982918836,0.7517871220920002,0.9226573784883694,1.0
83,0.8,0.0,0.1,6,200,0.0,2.0,0.8,0.76435899133017,0.8064776376922694,0.7507419139126457,0.9222903935229845,1.0
81,0.8,0.0,0.1,6,200,0.0,1.0,0.8,0.7628072504906306,0.7988200520648575,0.7529592088128674,0.9229896720465314,1.0
218,1.0,0.0,0.05,6,100,0.0,1.0,1.0,0.7625071868725373,0.7913757855527421,0.7537957976982368,0.920491372161808,0.9879725085910653
259,1.0,0.0,0.1,3,300,0.0,2.0,0.8,0.7619442983307547,0.7775481307019011,0.7646462006827861,0.923934584787502,0.9965635738831615
88,0.8,0.0,0.1,6,200,1.0,2.0,1.0,0.76191839287303,0.7950635668077528,0.7500344912540036,0.9268309414440831,1.0
284,1.0,0.0,0.1,6,300,0.0,2.0,1.0,0.7613357356304231,0.7919470425214676,0.7497616407982262,0.9270865015852399,1.0
57,0.8,0.0,0.1,3,200,0.0,1.0,0.8,0.7612181481420169,0.7870862382121703,0.7590450673987259,0.9247779676053274,0.9810996563573883
272,1.0,0.0,0.1,6,100,1.0,2.0,1.0,0.7610269328437497,0.7852119650513164,0.7541952627318481,0.925837405984954,0.9948453608247423
36,0.8,0.0,0.05,6,200,0.0,2.0,1.0,0.7596633046562085,0.7923303190805131,0.7527171541195931,0.9237957122473844,1.0
234,1.0,0.0,0.05,6,300,0.0,1.0,1.0,0.7594982668743954,0.7861427470027866,0.7490532502727625,0.9232695896799988,1.0
226,1.0,0.0,0.05,6,200,0.0,1.0,1.0,0.7585906736900768,0.7817628105253269,0.751568648154014,0.9219641344986854,1.0
220,1.0,0.0,0.05,6,100,0.0,2.0,1.0,0.7578640777833058,0.7833632779027515,0.7534675148699539,0.9236780199226544,0.9776632302405498
34,0.8,0.0,0.05,6,200,0.0,1.0,1.0,0.7565722037399215,0.7907942943425225,0.7452522612888466,0.9255435613549011,1.0
44,0.8,0.0,0.05,6,300,0.0,2.0,1.0,0.7543029057958097,0.7875496183851782,0.7458232147256537,0.9247877737510943,1.0
